alert_key,cust_id,risk_rank,occupation_code,total_asset,AGE,date
176425,3c13841986d25aeca8f9401a7ab0e17e337f9a34f69d7467a7fbef60a19ac4bb,1,20.0,103.0,4,11
176426,175006a4174c02c5d494ea298263903bd8395c045a5a4413bc54cf83874b145c,1,20.0,100.0,3,11
176428,59cee1d13ca600efba569ef19ff8a00fd0c8f07c0413740765ec4dcdc30fe615,1,20.0,5424.0,5,11
176430,e8ba8ee471c06c85662ffd816bbd4688dadadff53b43dc419ee75910dada0cbb,1,20.0,0.0,4,11
176434,985b76d641fe92a1a1de882d391f3bee5126459c122af4b709be8c5cab29becf,1,20.0,0.0,4,11
176436,36ae93801fdd1d61d995df09e6be25b806b3667714f4ac4b0fad692ae5aec905,1,20.0,19728.0,4,11
176438,72f5d631b1073f9e27541fa138bf325868b1734b57fcd0503c1f8ab1853270e4,1,20.0,0.0,4,11
176440,2e0be55edd6c42db0261a0ac6a660dbe8d36b17f9b6e56c8838800cf3be2c254,1,20.0,0.0,3,11
176441,9c6db0051fd56c372190621f5c33bca339502c410da6bebdc50cfa87a7d20f32,1,20.0,0.0,4,11
176444,acc98e8cc731e39bec0dbc9170e2134c412c0646e586f01cd4ad54b449b324ea,1,20.0,0.0,4,11
176445,0df2da6271c025322f73be44a071880c4d870566730ebeb186866a1f9909ae8b,1,20.0,0.0,4,11
176456,2af49fb7ec8a66e907c9869df7023e06b1dc0be18fe3922f9ddf814e36a762ed,1,20.0,0.0,5,11
176462,b704bad0d355a3cc13e037f4cfc1041e9e4269489ab0c96ae97d1ad5468cc725,1,20.0,0.0,4,11
176464,8e16bab00da5d9078ff5aa4baa5582835cce6cf96918fe0bf496be8281c9b463,1,20.0,0.0,4,11
176465,9a810ba8afa3442a6b5a6a74750c10447d9e5160e83e1c3e5056398eb4ba9ae3,1,20.0,0.0,4,11
176467,c4b76bdd41f7b7ad8fab95c1e1dce79590156acc1eda625f58451c6999f7a02b,1,20.0,0.0,4,11
176470,a39fea9aec90969fe66a2b2b4d1b86368a2d38e8b8d4bfeb016d17b16f37a8d8,3,12.0,241719.0,3,11
176471,b74d9a88422ab5631ee47c83d09c87ae6a3b3c2865e48966c811eca898fb3c25,1,20.0,0.0,6,11
176475,42429f9ab0300ade5e20e30321662dfccdf09a8683cf40702c4473728a5094d7,1,19.0,0.0,10,11
176476,c283075688ba37a08b05d738c6d87fa33d9d36b72b9f869de27a60fd967d7431,1,19.0,2362.0,6,11
176480,c1ee8048d388048dbc973623b06007f3a40f7bad16c760beb860d7ee1943b4f5,1,20.0,0.0,5,11
176486,03e31a0adb3fd9eec8a735d65fbe2f13f2c0ae165ca855b4b832c8f3a30d926f,1,20.0,30357.0,4,11
176487,13dfff531cee54b2995ffa7db22133d40140e227133860ac2dadeef62e811b92,1,20.0,0.0,4,11
176492,bf55e8c3768da6e191443f27ac56713ce09987363f5d28d9e3e71c748e672151,1,20.0,0.0,3,11
176502,6752fa564588a2ff32bc79b2444700a9f4e5949d4650ad4e0a3d2d8600127f47,1,20.0,0.0,4,11
176504,cddec02f5acb58656ce38ff0aa234db8b74f0f7abdddda62d336e7b48a2c066a,1,20.0,0.0,4,11
176509,aa53a26b7e6522850f6e83b95c96d3491c4816dea7f64aeb78d6f15dda479723,1,20.0,0.0,4,11
176510,77c565b4d8e1edcc20d903498cdd447edf05cef3bb6894e06b1894d9ea937714,1,20.0,0.0,4,11
176514,e3960eed5b39212f4f4e6b91f05f91ecb96bc1d7d686624fff952607cea2d4a7,1,20.0,104.0,4,11
176516,93dc02acfaa4d4f35ed4c0ef596b6582fc475df0aef7f161a32d3d942e0d7cd6,1,20.0,0.0,6,11
176518,c26eded756c9e2e6fc66dccc702562caf42bdf441d15f0bb541c33ae518bcf4a,1,19.0,0.0,7,11
176519,2d986dcf304a9bc7c9d68ef72d2397633742d69c5e69b2e928d9ff574ab713c6,1,19.0,0.0,10,11
176521,f75f2e98b54b3e1a77601adcec112a0d695093bdb5824726528ac0a46bc44322,1,20.0,0.0,5,11
176523,9757ed1c6ea9e4ce4bb341d0b1d01d96b8f6eda8dd019dbbff765282bec43cf9,1,20.0,0.0,5,11
176524,6e4da4ab9a8d48fd85393349c0e692a0a381a82c67bb9ae168b30379fe703c79,1,20.0,0.0,4,11
176525,dd18bc124e680b02a0ff9526804f0fe040e53fec08afe929d9942a15124dcb18,1,20.0,0.0,4,11
176531,13ff07fe6ff3a61bf520a716d24030990ad085a133dab390bd60b37c95cf33a1,1,20.0,0.0,4,11
176533,a9cfa99d313c0aaddfdcd63f336be4806c73bdedb42925d48a7e7ff5adb5998f,1,20.0,0.0,6,11
176534,f2619b092ae2f6944c93105f00b73add2f65f70f84b8d5476440614911a9b1c1,1,20.0,0.0,4,11
176536,84a9e474a3b594ba563d000553fbe75459487fa29d59f1e4a8f4658d4e9c525d,1,20.0,208.0,3,11
176537,500564d3cca7ae0b95677151d4ba3a0e39d861f969dc029e9730e97501376fc5,1,20.0,0.0,4,11
176539,f9e5c730a4ba827047f0132a07339caf58fb6aea9280524654dd7f0b418677ed,1,19.0,0.0,6,11
176540,832e2629d6e082994ec7320788eefc886a739966f7cc0ec9079f6c5402169d3a,1,20.0,103.0,4,11
176544,c01584903fdc4f91d01c7a281adca44798237362faa68283ca2c7ea9213be54e,1,20.0,0.0,5,11
176546,988093f2301c272484f91af4361a8acaa8d9280ae4a83762b980e4ebf6e338cc,1,20.0,0.0,4,11
176548,33f9039072a8e2235d29a0e8adc42096b502f5211dca19bc44f71ad96c2c9844,1,20.0,0.0,4,11
176550,99e216d4dd247e549d3508844ab4de5c21ac9226bde6e21532b38619e0f5a68e,1,20.0,0.0,4,11
176551,9417dfa6adaecb98b85a8774a37180712c2d2736ca87c661ee595c863fdb9169,1,20.0,0.0,4,11
176553,a5e9fa708e35e63669b18d70673a353a979f04722d73004d8a8efc881415d507,1,20.0,0.0,4,11
176555,ab6bb785095dd1868a87ad50ce0dd342389d404faee438e6bfe690cb5c6eac05,1,20.0,0.0,4,11
176557,4b78d1b5d899379b2c59f287691a064bc1f3f3c45a0a97d65d550cd34222183b,1,20.0,0.0,4,11
176559,86d03306150efc0014eba17268674175ce1f8b2f3598f4584ae5ee0a28953d30,1,20.0,0.0,4,11
176561,2f93f11e3acc1a3ea341218f7240866e979c4172d6a8935107aaaf53c21fa4d6,1,19.0,206.0,7,11
176562,93fd66f4af624c4e2fd569d817994ca391347b06aee07c2c02f687a297e2be7d,1,19.0,0.0,6,11
176563,3b096fef70443ed94dad163da982c24be9638d62042dba97412fc202c11c62c4,1,20.0,0.0,4,11
176565,a8b8e1c576db260cc5d49286a8528a3fd2a149b6ce9b957919179f6c63b71cfa,1,20.0,0.0,4,11
176566,0ad7808c711bc6bbf26803f9104a09001291a07366e23b18862aee3f5ec8c638,1,20.0,0.0,5,11
176568,e9d42953887bd8c7ed39d9ce42de847d1dbf462e0c9166cb76f76fddbb22f14c,1,20.0,0.0,5,11
176574,0d62505c718a25938012e93d2c444e7ee76d6ecf59ae4d9276b7050d997df20a,1,20.0,0.0,4,11
176575,b2e3cb4fa05818115825bc16315f6f04c246bffc622db9ffe0a06b4bf4b32e19,1,20.0,0.0,5,11
176576,21248184551f66089f7c5a020fca990bf701077e05ad095ed929675433628ac4,1,20.0,0.0,4,11
176577,28386f20dc5cb10af40ca96e6dd2ab665e18d9949e2d2233f679bcf6e48a0592,1,19.0,0.0,10,11
176578,c2d5f5b945acca4ddc483765690a24f81a53c8c921621e0e0b365e8ba093b467,1,20.0,0.0,4,11
176579,99fcc713fd25f5758fcaa3705645a13801e09bb577ab2be43fc3e445b1b3a3fc,1,20.0,0.0,4,11
176580,d3e560145b85456dde2d55d3bdbc0d1f9b0991d976e814369e3d60728b6203c8,1,20.0,0.0,3,11
176581,1619a05649b05bfa6882c678b7dab695b098bdd25d310f83ddbc37843d3641f4,1,20.0,0.0,5,11
176582,3620128799d829d6bd028aa8e56d1b0b2020f450a7995a8d693ee4d261b57074,1,20.0,0.0,4,11
176585,c1aa8be3162445742c8d1d75a494d4143576444c30df056c418ff03b622ea4b6,1,20.0,0.0,4,11
176589,f45862e7184d5d06a5505858877957d455c7ba564d951d76a5a6a7c5785442eb,1,20.0,0.0,4,11
176591,e3ee1e0d7a54e826be6f91b7b2f6d8c8194bb9608f01762bec2faa36179f6d35,1,20.0,0.0,3,11
176592,608e887fb84cf42473c554dca13fa07545abd7b15a8ff85f788334af5c8a8f13,1,20.0,0.0,3,11
176593,428b366e8abdbe5e9c7293179859250f07b6303cececa2104f4d497b38fd1de9,1,19.0,0.0,5,11
176595,b95f1c0e9b7394f2b8f91cdcdcf78d9f21ebe0df58d645a7993a553f58fcecd3,1,20.0,0.0,5,11
176597,81a529e75219d3f3394ce0e504a39225a704dc20b73b335110c33d478d6244f6,1,20.0,0.0,3,11
176598,cb91bd32095ef800819c066d6553337d1ea123af9e786124d040146cabd21b62,1,20.0,0.0,4,11
176599,2e4dba05d5bc19dcbb3a38aa051672d0b56c807c79bd02643c085218c1b64296,1,20.0,0.0,5,11
176602,35f573f1e4b05ec4dc5bd75cb5a0220b774f37aa60fa671838b5e2feade347c9,1,20.0,104.0,5,11
176608,3b34093659c668d91111e12f1a60890787c2dda854e86153e8d4d4645d1b9e7e,1,20.0,0.0,3,11
176609,2535923c6a3f210c7b154e3d586ab3bd0a94635874f93501339dd30de5114ef9,1,20.0,0.0,4,11
176610,0f9b3e991680c775224b1c7b13acb2b4ef7ad9203f9aee9e100e2cfaef1164db,1,20.0,102.0,5,11
176611,d1a3ae551bc9c74bcb21d62d2b2413d3f02d1a7daccd45a69e9bb4cb8c1fec22,1,20.0,101.0,4,11
176614,2883cd3d74c99164ccddbda4e5c17f6614d4bb1db727b351c90c1aa8d34c6570,1,20.0,0.0,4,11
176616,38e23f999b81d95be3ba8af3479f8b0a2a8a52eeec17797752e94f12b701ca5d,1,20.0,0.0,5,11
176618,d22d449be8e13fcb7033c346e4f748c3f0660fb03513faab703a80d756cf8861,1,19.0,0.0,7,11
176619,018e43563b76a9f51c84f133ab747c4ec86db8856b8e4bb9264ab74036e3eebf,1,20.0,21522.0,4,11
176620,fecb056c375a7e56803b77cfa64eedffba29dbe87ce4b9bee470730a2261389b,1,20.0,102.0,5,11
176621,fa846a497817fa6dd6181d8712abc99b46484e74988079a1f5268da2c8b0b737,2,20.0,916.0,4,11
176624,715ba04059f82dea5f517110ddeda74f283883c7d7f30af1dc16ad306217d984,1,20.0,0.0,5,11
176626,a5aaac3eadcd9bb6f0b7c99684c8731ab4a494c3e48206933b71495441630cc0,1,20.0,0.0,3,11
176628,106a71bcbdb0cfe1bbd56d17edc5124717cfe06710bf48dfa87e3474a7d1cc9c,1,20.0,0.0,5,11
176629,4ee96ff9b012b976bcac116ee2354135707bf5788b884266c2f74be08c3e9491,1,20.0,101.0,4,11
176630,a776ff0950310e5f1d640bb25418d2f782f3af9afe435ffe70c9da0cf445addb,1,20.0,0.0,4,11
176632,35c92295e299cab22dd9adc7aa0f5b4e1afd3825818975b16024734188e373be,1,19.0,0.0,5,11
176634,812ea1c24298ca73328917f30ad9ddd9aa6ffd668add7376bd5186d2fcd23f7b,1,19.0,0.0,5,11
176635,2917e69b7d75edb311b9d80a6d687f266f7fa5986dca99f76b03e63ea4558bba,1,20.0,103.0,5,11
176637,4ab1dbb23e17ea0148f66010f590186004f3d01890cbf753bbc15effc2cd8d4a,1,19.0,0.0,5,11
176638,5de5cb1b46868d2d2aa3bf8b37e5b2aed7714fd132e8b483e9bcf9caa465c9b0,1,19.0,0.0,6,11
176639,b506bdcc28976d909a712b4d46a68aed236b3f501b5a19e551e34ec6e64f7c1e,1,19.0,0.0,5,11
176640,b5d89ae9fcc95d427cf8075d56ed013691d6602e36ff93efb683c32fc338f34a,1,12.0,291210.0,6,11
176641,3df3c869b086f48f8f83f2c81ff74c2ffc63baa4846548ab036fc1cfdf147119,1,19.0,347547.0,5,11
176643,ea854623f0a4eb444e76904cde4c17cd58e6ce50234806ff0880dc22b7832fad,1,20.0,0.0,5,11
176646,3ef69831d9e99c7c56d16cac50eda9a314901acc70beac4c3612c8fad20de7b8,1,19.0,601.0,5,11
176648,823bb7215fcc0e7948e787bc6277d321b8931004434d41b6f791ef22a008bd1a,1,19.0,0.0,5,11
176649,f323a668dab5916284a25bc10d79ed15e7a348f99f27b60f875372381027dcde,1,20.0,0.0,5,11
176650,06a3dd80ff7a4d151bb85b24765327cd89cd2d3593591a97b7d4e7a8d5b38fdb,1,20.0,104.0,5,11
176652,0b90471b6e61ffeef35296513a1e766c17010f3aa7ff69f946db41c26b3d2a38,1,19.0,0.0,5,11
176653,32d4a3ce83396f5ddee6e127b0d8e5a4f70a21326f906393eb3f6dc0a8309ba9,1,19.0,0.0,5,11
176654,87dfbf852dc93fa2cab9478a356517007cf8a989c75dbeb0ee85a0d679852319,1,19.0,0.0,5,11
176657,99b55b75afe095b1a181b4b139664f3d3fe8f29a24fc30829da510127081808f,1,19.0,1330.0,5,11
176659,75605ea675d0131d6668c74875e152e19878615b8268f80d9edfd4887a14ad51,1,19.0,0.0,5,11
176660,b08c621f6adc3f0a0645107dc08c4bbdf2c3726b378758bd303b9ff304fd88c8,1,19.0,1877.0,5,11
176661,73283ad8eda8a2df38911be7175662c59fbbe995a4c250d893c77daff5b2c4b9,1,19.0,0.0,5,11
176662,9ccd65c8cb730acec9ff22a3fbdeee3decf8178efa61f534cb0b057947cb33ba,1,20.0,0.0,4,11
176663,c4fca33a4757ee4b2bb22a5a55b62542c47500839bd362bbe4d015857373c20f,1,19.0,0.0,5,11
176671,aa124c7bfd997938967f66694d31e4269ce2d2cd7ab0e7a7025b9efc415c52f2,1,19.0,0.0,5,11
176673,6ef334176ad90d8917facae948f355c506689168ece99f0abccd7065cbebaebb,3,11.0,18035.0,4,11
176678,f56bea6c9a06b9586e9e3a747b900e5a07ad57a61e8c1b0ea9b16e906feab531,1,9.0,171092.0,4,11
176679,090bd9a0bd14a014dfa497e38a41d2daa52e1d4b9e5660dfca735ee49eb2e8eb,1,19.0,0.0,4,11
176680,e9a3fde00008463f4d0c013511faae7dfc49a4d6880fd143555191f839cdb686,1,19.0,0.0,4,11
176683,476c1f15f6de369241004fc7c3b85f6925108e48bb1d5c4bf6a23a224b7eb7ec,1,19.0,721405.0,5,11
176685,211082ed44f47508d5b3d59296e51079ab5b1f2e33f51e4ddda2fbcf4348e158,1,19.0,0.0,4,11
176687,9e834ee9a0a975b599c281d4fe147daf8ccf7cb8f2638214abf3a2cbf2e23635,1,20.0,104.0,4,11
176690,022f0db8985575827832262bd679f607e5c6af359516d42a2d7ea32584d18d21,1,19.0,504.0,4,11
176691,3c7e39e505858ef453b482c65decbf4f612dfdeca44d53c780eea4dfd16d5b85,1,19.0,0.0,5,11
176692,87274ddbc4c4816c55fdd7207c1721de63573b7d30f58c9a8f410d7d2b0ff8b9,1,9.0,1195241.0,4,11
176694,fcde70f80342ded19cb483a6f4fe256ecdd4f8b8824d1b4460e407f9f3f7709b,1,19.0,975679.0,6,11
176695,5529bca8ef279c528f886d2cefe146bbc73b747f38d541fb2f06e5012290b56f,1,19.0,19174.0,4,11
176696,c72af2edb36c4ea79e99bdc64340bda1caf693f22b8d8e7e810dddc8422d755b,1,19.0,0.0,5,11
176697,93525f7c52417e06fd0e36a34f5c831fe1775b56261ebe59a9a989f9ddeb8144,1,19.0,0.0,3,11
176699,3d4cb8063e5613a393644f4455f560443be4a3534770999982bcea6f911a64f3,1,19.0,63156.0,5,11
176701,88d5df21926fbd78514a485df666d2b92831c7a345882bea9056e93b66f1ddcd,1,18.0,21431.0,3,11
176702,6f8ef49af19d633f78b2086c6bbd7deb284e3ea6a3918f16b7dad7d30a2193ae,1,19.0,0.0,3,11
176703,302042de546f095d38470f83cbddd9149fdc847873654b9d011af114aa9164ab,1,19.0,0.0,3,11
176706,e8a73acde056f67ce133dcba0605ef5bd6eb7d52572e8f14eb2946fb73c0f80a,1,19.0,0.0,3,11
176708,e1091e6b5b329016269935e4046d17b041cca814a9838c57dd3bf66d39c87371,1,4.0,0.0,4,11
176710,7cd759a9b577e7a19b77c7f5ceb6be542312256e95d24905d48a0ffd14efcfbd,1,12.0,420352.0,5,11
176713,5006b35c4dd8eabd8e6966063ded5c5d83af781f94d8f3ca9037086864a35474,1,19.0,726.0,4,11
176714,9386739c144b436b46e33a026a6f8db7bded6a55572ba0935c2fbda3118910e4,1,19.0,208.0,3,11
176715,270d4e5a6bc68ead954394fc9394fa36f01a5bb258ac9fa9a581ce8957b310ae,3,19.0,944697.0,5,11
176716,c51c340f30c84914c4a0f681ea52a7ad38c9eaeda68367f76ad184c9e20f1591,1,20.0,0.0,4,11
176717,725810469cd12684a6bfd9224c394c584024a864dec8f73e19810d18b15fb756,1,19.0,307.0,5,11
176724,655d1544de1b621ca8d193952de09f5f7af5e2b652334c6fdf118fe8cdf4d203,1,19.0,0.0,2,11
176725,adb94000e0c7ccc1f8f85e311b4540b9ff12ff354e38817bd58289d36087c354,1,19.0,0.0,2,11
176726,8744de0227d217f91175750ceddd261999d1965b92dbf1c6da24c0c2888bb00e,1,18.0,1623.0,4,11
176733,e18d56cfecc5f286e1b7cfce91590ae857150a95389310689c5d210927ebb7ab,1,15.0,1934478.0,5,11
176735,c84ce1db7ff41f7acefb1379bf3f22463d0afb4f2c5dd75fc8c2adf28c467aef,1,19.0,105.0,4,11
176736,ffbeac23f4832416bb3ae09e43ba312a86073853814cea2e587119fbaeb97d6b,1,19.0,0.0,2,11
176738,1c33401535b50f45aec2a85d3320645db9e61a2b2c98a8f6cc62b9bf83c6048f,1,19.0,0.0,2,11
176740,7cd1fb50cdb8dfed1e53cd45d6b4879d3d8ef5558dbeac122ecfba2d3489cd92,1,20.0,0.0,5,11
176741,a3f3ab8ef1dc14645641197c93c50af693039cc6f2b879ae5c37b2d3b8dbd8dc,3,18.0,95705.0,4,11
176744,39ca3b25ccd31919fd22559e1f7f10bed1d22f1b96f13ac8538c677bbc72480e,3,14.0,1022596.0,2,11
176747,93c5eefdfdb97cfcca7ca94c3193987cd438088e2511399da00488827d7e7c32,1,19.0,8534.0,6,11
176748,ee453b782ccc3c4a0ad3390c48808d8ee9108aa4ff1768482ae7f19e8fa9367b,1,19.0,0.0,6,11
176749,fc0fd935773c40ff7719e56d67da572b5c6ffd41361425e945e9521428504aa0,1,19.0,0.0,2,11
176750,a57beeeb951ae5a3bf0dcfaf2c3cee26d18ce09a98751c3b99a45b2fb67e4e76,1,19.0,0.0,4,11
176751,ec6a2d6c5e0a6cd0ca6e467035305ecc76592c4f1885a291fcf8c21e9d0d654f,1,17.0,224097.0,3,11
176753,f2c92432d033f39a2e1ac0ea310bec1adc4d44edfeb03e4b34cbbc19fb47fea9,1,19.0,0.0,6,11
176754,dd79b97047ecb3ceb55954a188da536d491a34f183f016e753a572658e464813,1,20.0,0.0,3,11
176756,d7e5ea504b7927069d18f7fdd2747b6dbf3438f19045c7018aa43b258c8dade0,1,17.0,266276.0,6,11
176757,b7f65031472cf372f6c38461522c658c05d3649137024ed447c8dade24c66480,1,17.0,5818673.0,3,11
176759,e6c9f35a56b14ea76218188365f1544879900c7bb4b09aa8b88390ca5d1b96b5,1,17.0,3601.0,5,11
176760,04b4dab6fac263b0c917eea00669abeb0fda70796c18c0f51a7c7321e990927c,2,12.0,422103.0,3,11
176763,78ca168b2481b1fd3ed558b9edd6acf22ed683d2f87d5a416d7720e448fbde2c,1,20.0,0.0,4,11
176765,1f586d0609d8d7dc4f0f09a4590d8867d86a946fa93d6d5bb0067b4d4b0f6385,1,20.0,101.0,5,11
176766,229dc91715363ffc8a8b9a81046501213628642eadce4dbfebab143d97f6ba1c,1,19.0,0.0,5,11
176768,eb84a58cfdbbc4fe8365120b470dda21b492b47b6d77304767ed5f7f9897babc,3,9.0,338669.0,3,11
176769,ef3aa2eb853f1ca1a8f2a16b34b3361caeff9429c2fe5964536c1f0bbf9c760b,1,17.0,2477.0,4,11
176770,24b504af6227e49b341cfc93e80fdda3465a8c9aa8a88bab4d4e6232f8c15778,1,9.0,1461.0,3,11
176771,a1af8ea9d18ff64db48edec3df0c40a835b92b291b4d19de41dd0e5cc6967135,1,17.0,22254.0,2,11
176772,2c95054a704fd9c49ddfe22986246a6f7ea2b10285725c68d6e9e960493ad3b3,1,19.0,0.0,4,11
176773,1b0943ef65794c8a975625ddc5383ad33cb45a39c18ae9cf63f346184a19d56c,1,12.0,822019.0,4,11
176775,b060b5d6c806c8833de692be9d8602772f7474902a4c299404b341bccb1f49d4,1,17.0,2211518.0,4,11
176776,df504a2539a057c9d5bcc7618c1f94670fe05ef097e270c3b7d5654dcfa067bf,1,17.0,0.0,4,11
176778,faa44b595acf60f21e4859d13a993b1a958c59a2d532599d502ca7ad19c007e0,2,13.0,33574.0,2,11
176780,781edf65421e39e5ac8208893ab6d08dfb2ed2dabd821cd2fc53c4b9d2d3e933,1,19.0,806.0,4,11
176782,88f54d58862f4b75723904363cec808687f38e98acec870855d7527edab73157,1,20.0,0.0,4,11
176785,3e04b1ae6c6fc52a6507b4a0efa7160fc77b71e383b564cc671daf103085dbcb,1,20.0,103.0,5,11
176787,1e3f6893fd45c78ee6c8f001335ff88fc3fb70b230198f179d18a73cfe10e028,1,17.0,420.0,3,11
176788,38ef18fef7d9ae58a6e66789438bdf3900a7121848af2e1d5e81016213bdc5fa,1,19.0,2464042.0,3,11
176789,b7def299e24a5182e153923e5a5eced18fb53fe28612930e322f62020b5a8ca5,1,9.0,262318.0,3,11
176790,bc6be9e6caf2b9439f31a2452753b188e7fea083f602b92125f24bc589dfb8c5,1,19.0,811042.0,1,11
176791,94dce3032bca3575b116d7029c1c93844bf95503153af4c82132736a58bb7057,1,15.0,473974.0,3,11
176792,c6945b21c506cd3a4692b428dfa349915e5a498ce8db8098509cb2796b1bb496,1,13.0,416.0,4,11
176796,db3007ea7f39371d17187e58e9783c1293444bfa7c2b9d74054cfb45ec182489,1,19.0,0.0,3,11
176797,6637a714e08e740908e4ef6e1610ea77a34a82dca42ab20a6f149891caa7dbdf,1,19.0,1010.0,6,11
176798,d0e2fe7bac0e50719160d9ad658a1723fb798fce64894c2c14b2687892315873,1,19.0,586882.0,2,11
176799,bd7e823cbd274de34c955d2c591d81b236cc614adaed2dfa8b7b0b2d9523976e,1,5.0,0.0,2,11
176801,32537ab0d974e66f7beb31a21e780e22df42359fcf04dc8674152a48a27fe89e,1,20.0,104.0,4,11
176805,46ac6afe0ff78eaac39f71e847ecd7990ac33f9feb197f1a42fc18f462d77a99,1,20.0,0.0,5,11
176806,44b1c132fb2c00cded548d8149514f4057c7b26bb0d806c7563bfd59c623661b,1,20.0,104.0,4,11
176807,b644c67285c884edc57727926b61ec47a6fad669c4753c2d3615ce048c6bfced,1,19.0,0.0,3,11
176808,b5c5c235e898032b0dd184993f250ea6bd743c521dc2a5469038b8060b83a2ab,1,5.0,715.0,3,11
176809,196d8720ded07e7f8f7f457ce45cb712bcecb86084bebcc1696d4356c1451b63,3,12.0,348147.0,2,11
176811,94196354fcea9d87e6bb6a86d0ce7829d2413cc5bc838df4841e516dce73a133,1,20.0,0.0,4,11
176814,ac4905e00d9091f601714a8824b6d4bb9428a5d93a9420f0762ba58548b66f50,1,19.0,0.0,2,11
176817,51d9f1c083dfbba0c459d86f1aa8a2ae6c83f42e9b2a7a44955999a373160b23,1,18.0,52869.0,3,11
176821,24fb3ce0abf7261aa2edfc6c808e329968f5c5828c701d51b516f98660c4c673,1,11.0,10633.0,3,11
176823,4ca58ea01c63bc04d8b4bfadb0225d139aa50db05351b1f3b50b96ea7e30dae3,1,5.0,4793.0,3,11
176824,44920e623e7a0656016bf8eece1a99f6afc5d98dd8a5800eb2e7db40b271bb12,1,19.0,594376.0,3,11
176826,3c1c4a7304d17ec21b305e483fc543f807b04c0d3f23f8e068b016b49ab8cc4d,1,20.0,0.0,4,11
176827,a4e8c8997a2002ccf3fd3030c1e455d58b3cf1a2987b082bf9b1110326266900,1,19.0,0.0,2,11
176832,bb9fdba30f0fc089327da4c3b93be0d7d3245ca0313e88d9a265ce52550fa3d3,1,20.0,0.0,4,11
176833,e6a5abb36d17fba00877467641a45a990393eb7797f40d3322b946dee2fc938a,1,4.0,0.0,2,11
176836,87940816b6e06af8b8eaa0587b5fb288a40f6bfd85cd230d2bbf2766af4cc7b4,1,20.0,0.0,5,11
176839,a3fc77b61ca1aae47f403474fdebe95873c23c26f7253f493b37b9a0647a9879,1,20.0,102.0,3,11
176859,8bec1e40e3b56c83b5712be7d082c8dbeea4f8b871565ab6ae837067d15e9b05,1,20.0,103.0,4,11
176860,a89cb904386482c4cc26d225673678afc0c06bfbdb165f19a61acfbfe0a3165b,1,20.0,0.0,3,11
176861,e56af97ba581389709a2fd1094dda7bb798382c15acb4d323121acb41e8ebc35,1,20.0,0.0,4,11
176866,53f83483089e3fa176284df1555cb117801dbcb4f0b321419c763ae5e98b54a1,1,20.0,0.0,4,11
176868,83d54bf52acc597c3b62af4169360c9b6e4a7f6987ee02c69c0891fd363d00c4,1,20.0,0.0,4,11
176869,4d8197cee6e27c5bc981569b1f97eb2ff3c493fa2f77b572f9a6bfafb88010b7,1,20.0,0.0,5,11
176871,ec3e9054e0e72677ece15e735882130c1fb42c7167f63e76416d44f0ccd9659e,1,20.0,0.0,4,11
176872,624075a8e565f00626f164f5b2d2a6913d15aa9b15653d4f17bf77cf82d999df,1,20.0,0.0,5,11
176888,e7fa48ed1535133f0c0d69e1c2f51a251333e40a7aed5a88c346b2a4b319bb10,1,20.0,105.0,4,11
176891,24b27c19630611bf7fd1c19c0976d9d586fcf50e799e4fb2ff501c306b5c83d6,1,20.0,0.0,5,11
176894,8dd69dce158dd6039ca68629ef8e425d6958b946ecc4f1c15ac2d2c0cc2624de,1,20.0,102.0,5,11
176901,67ca248c1ab4a1c80f7c023854ffaa2c9e76b64eebf718c6be073fbfb106fe9c,1,19.0,260301.0,2,11
176904,971efd969787046287477d36be9e43157dcf4537ec070b601200f341d373ee39,1,20.0,100.0,4,11
176914,174d05975d43f2beedba6eef51027e52a26e8909c0b71c06598fa203de337a2a,1,20.0,0.0,3,11
176916,c6990680ee3d6f6fad2b49be884b8c80c8484fb4ed12eb402d83d5d9317dfbd2,1,19.0,1121607.0,8,11
176918,9aed6285ee573910a2075b7fe853b142537844fd0c7529eb4435b7a861617f4b,1,20.0,0.0,5,11
176920,141fa7a3114f725f80ed994c82c747c4a2f23cea4aa60d59e0389220b7aaa63f,1,20.0,0.0,4,11
176926,83e3203f2bf91a32890503f63e46e659c65bfcdf2a014fa8a829b6add3d828ee,1,20.0,0.0,4,11
176933,04449022ca1c7b89d70aa1a8d145d7fe20c901f9dacc9dade044afeeaab1ef73,1,20.0,0.0,4,11
176936,ff1a3186da25004d3d757da8ecf88d285b30384692d9b557871b22c2eb24b825,1,20.0,0.0,3,11
176941,51cefa6367516783844cfac94070498ed64b8beba793fca16068d9e9153a46b7,1,20.0,0.0,4,11
176942,8fbfddc177815a113137093c513e366234f210d1116d96305a2c655a9831e4e1,1,20.0,0.0,5,11
176943,a5b8f890631fa0507bcae32adb77843af902bbbd9c03f4e2d61365a48014d5b1,1,20.0,0.0,3,11
176947,51c16146df61dd92790df6708d49d1322beff8089b31b8756274def64b680e54,1,20.0,0.0,4,11
176948,a132ff7028550494aff4f1c2a7f3109c543a015ca9bbcd35b47646c3f07f6aac,1,20.0,0.0,4,11
176951,02ddc11483f9b8fd6f431f4d89a053d0f840333fdae41428da836b308ece131b,1,20.0,5122.0,5,11
176952,f3d787f6289928a3931931ca0ff966e83c6269bb9208edeafa7ee18d09bbf81a,1,20.0,0.0,4,11
