tx_type,cross_bank,ATM,tx_amt_total,num_of_tx_date,CR,DB,cust_id
1,1,1,402903.0,2,714.0,3.0,38bda12ba29d2451f456c737aa132165a4865eebed815d8e795cb51103cb948f
1,1,1,2949247.0,219,141440.0,2122046.0,38c0ce35ff0e1e6322d436321ac0bdf6740772c38240b4207a9dfa6ef02e1e50
1,1,1,21800064.0,15,1334205.0,135471.0,38c39f9d3c02349da1081c137f1a4bb203c28503e4b94f7ea95db15b4444e15b
1,1,1,854915.0,4,26832.0,226298.0,38d3bf310cb142b01e72cfbd6d4c9fffa6b465cd2afa2a1557c8a8e8d92626b2
2,1,1,2112798.0,205,8198752.0,4030262.0,38dd41d6a7155480c68badbca0c2c7d30f55053b90f4187f6abe7f39e8174807
2,1,1,10244105.0,22,2237053.0,5523434.0,38e4366438c1efe52ef54f39276e44f7638d0f42d14cc9ac610371e9415153d2
1,1,1,20380818.0,9,172422.0,17826.0,38ed74b523b3a7d137c9d164402e9f279659130139249002848b6cb68c6603af
1,1,1,156552091.0,31,1455984.0,1028381.0,38ef18fef7d9ae58a6e66789438bdf3900a7121848af2e1d5e81016213bdc5fa
1,1,1,28134857.0,66,163136.0,226152.0,38fe62d3847ecbfcbf7e02c4d6e264083268fb3a5b539be0178be3a17d67fbea
2,1,1,8256654.0,12,46562.0,116340.0,38fef11651b53f30c0b549f3e36a9fcc4d129153bd53bc247bf8842641a27479
2,0,0,72859.0,66,2765956.0,4500089.0,39034da7883226eb4517f1c6d3da6dc40fdb27cfe38733000d070c368a2e028e
1,1,1,8034951.0,1,3084.0,0.0,3924f1700ca953cca8cd37170dc51e4edb8daba120a718520cef61f4d692a083
2,1,1,94074.0,84,17789029.0,17881084.0,392bc5e1c4a767dbafb13b447653ffd5a38c5ff3708f632ddf866b67803227bf
1,1,1,80229913.0,95,711390.0,2005825.0,3944ef2e98a1a0547ac4dc95c23e160e3323d8152d2868f4ddf69af94d4f4153
1,1,1,34483224.0,104,128673.0,319010.0,395ad956007ff1190d024dc1811bde0f544c86e7bf41a8ddd63c557a3ffcb767
1,0,0,4717744.0,134,1955777.0,13694134.0,396b1d1402edc5fbb6c151e07da2edf2e754bc957f725f95dc88440e304d2ef7
1,1,1,91618.0,167,2917896.0,9375868.0,3975ead0fd303fd5bbf37f6a10cfd1213a6257552f4023cc8009fcdd9bc8b351
2,1,1,528659.0,75,1419210.0,1155526.0,397cdddec243b9b7fadbcd641189454d2c12184d5909b653eef940c248bda78a
1,1,1,11696865.0,2,10498.0,166298.0,397d125dfaeb8ff31b5e0da724d7b2e3be4514d8f7f84f21807dc238ee4b07e2
1,1,1,141415860.0,1,2268.0,0.0,3986947296e7d87569387752bd333cfaf68790032c1f80ea251d19aa6ccf3983
1,1,1,6246945.0,157,1238393.0,17732353.0,3988e6638af9185fa66657afd53317fcbff4f00bf64287c93a23ce3b282ae060
2,0,0,0.0,95,30693333.0,9666752.0,39af6b6f922a46b6ab1cd7c637ef8bafc23b3050c7ed43751b4f191550fd5b55
1,1,1,224105220.0,149,146868480.0,90446129.0,39b92500f5e9e40e3e3351579358311cb83a27ccdad8727ea3978d867e322359
1,1,1,107883510.0,154,4319958.0,20215869.0,39ca3b25ccd31919fd22559e1f7f10bed1d22f1b96f13ac8538c677bbc72480e
1,0,1,454576.0,81,10290471.0,104516094.0,39ce152d95aac8670825b6ca1fe5e45b7f7fdd6d50a8ddba0ad0fcedcb28a48b
1,1,1,14015832.0,59,2014425.0,5189531.0,39d049baef9f1ba93cdf7d0e9ca93490ea0047f21cb189ff8ded31a7ceeaf146
1,1,1,1766132.0,27,420314.0,428699.0,39dd92f436a55afd03391ba2a0031ab39473d7cc8dbc4ab6aa19baed76c4e285
1,1,1,31855039.0,139,71663742.0,241534593.0,39e5271b996829c52e0358637e4e79a26e21c79d8fa153317b5a77223efc16d3
1,0,0,719341.0,17,32761694.0,20044738.0,39f1260e5949f8960970e00f2c5bbd451dea467bbe0e04ce77a3c0b98f888c7a
1,1,1,249407570.0,25,23030.0,31514.0,39f26a60610c926e94c146fd6c51eda9003afe0fd93898cae5e7a5407dfbb56a
2,0,0,155807.0,2,3311.0,983647.0,39fbbfa0f7cfb706c27cf6aaa567f82e789c0b08f414db12437737dbae6291a4
2,0,0,1524055.0,19,1277718.0,12889871.0,3a099cbadf60c9fc05a3572ac0989dca0f7e4230c048677a489df2f2980aba44
1,1,1,93292020.0,238,11375665.0,34457683.0,3a0bd1a29e5f9699f463756d515a0193f0d70751613d4e567b2234afde5a9e82
1,1,1,59845.0,18,0.0,0.0,3a0c3e30a350e047cb8785a77db3b91b595b6a7995ad0fbf857f70942c4745e7
1,1,1,42214020.0,26,326124.0,303259.0,3a139a17e26d7c7adad4a876bd862a4913169d380b3402dd2c002eeaa7c4171d
1,1,1,42979592.0,120,0.0,0.0,3a165957ce4f4e6f6a4942c563dcd6267589da2aeb5ab79790da5ddbc2d0bdb2
1,1,1,38326754.0,64,8482224.0,10540382.0,3a20ffe1900a62cbd57dd187546106450f1a026860b1e50fc420f9f912cc292b
1,1,1,230056917.0,58,2737192.0,8911630.0,3a689c9b98ccb9062a6db80a2d83acd66bfa9ff7dd0062bcdfe33a260e593ec7
1,1,1,26417488.0,1,1626.0,0.0,3a6b487775ae5407d2f68439f0ce2f2fd25cdcefdce354850b4cd05c121b332a
1,1,1,0.0,20,155205.0,2887342.0,3a79f3ca9d5a4df233024877ca8bee0515ec8a659c970277823d2f6f38383dce
1,1,1,76690773.0,21,8502666.0,9014094.0,3a8979a96f44a788af7c3725c4c0bffd72331a8f3474e50dd6d80d3970b89e30
1,1,1,812478.0,1,0.0,24094.0,3a8a96e17017f36215cfe36dbe62526fb19876b4847f1bc130e75ea058590f66
2,1,1,22050132.0,1,21623.0,0.0,3a93497b9df8f63b9315f68348ae520cdc8dc613865f50d0ff6dab5a2851f04e
1,1,1,17187307.0,100,440694.0,3321099.0,3a96eb23b4e0b0a029cdf25e6530bac43f9a22c546815472616fafe2e85098f9
2,0,0,149899.0,44,157263.0,290440.0,3aa28bef1bcfe5042f49345e872c470f34f82ab206ad6b7856756d76b9dec242
1,1,1,424201305.0,71,18834943.0,29904422.0,3aa527403ff376eda551939999f5e13c6032c5cf0dd3a31609fff365ee37b2eb
1,1,1,203327.0,149,36299.0,83180.0,3aad405ed82bc5b2761ef5b13a46effaafe0f1019ab5d92264fc1e0d1f86f127
1,1,1,8156034.0,106,11426120.0,24664403.0,3abebf1ea45dd6aea0b6230d08b036ef647cbc55096205d4717f2aeb3900f121
1,1,1,22739587.0,18,638281.0,314713.0,3ac191f240c639295a499b3768b33374a89b0e1399a4e14defae5925b20394f3
1,1,1,1664988.0,35,716517.0,1956349.0,3ac7c3b2af1eff7a813cc4dcce512413c95c04160e6fe2a1d9701df61a094074
1,1,1,13441.0,1,0.0,0.0,3ad79de1c7169660001082ac8eb3d14e167d9c9d2a100b3e05d633ea2105e116
2,1,1,611091.0,8,265345.0,0.0,3ad963ba2668fb87d0f7b96e8c6944ee0cf6c02572818169335cee567652744d
2,0,0,191096.0,85,263372.0,1308108.0,3ae3837645e625ccd7caabf708626661ba22179c8e861ce93911f84a3d796e20
1,1,1,1344855.0,23,353338.0,103199.0,3af1c9264fad9ade4885178d53d5995be24b9f6e9b97e05938936f6b26c007f7
1,1,1,5627440.0,37,46370.0,26294.0,3af2a1189b39122ccd949d7346904438b91b63d5d9b18580a9d99ada8a38a168
2,1,1,5351021.0,93,260790.0,293143.0,3b07e5623b7d5e9c5953c8913935f2cbeaec0af03ed5fb09aa9fece0345f5461
1,1,1,50068770.0,66,81230024.0,68860857.0,3b1361eedbef961c0bbb7c24d933b036347fafb5f017fd78c7a95209d1c4a963
2,1,1,2568212.0,201,31559.0,24692.0,3b2adbcb5677d2bc5f066b72af21be1a7d181b0991cd9630d6e95fe4e1fd9a03
1,1,1,1536481522.0,67,788480.0,2969494.0,3b2d46248f7275197706cec8b10b82ffdcf48b71aa3ae09f070a8fd5c3511d56
2,1,1,16643.0,21,499617.0,234774.0,3b2e59d84e6e200bef1808a3ae2526625c7f8f19b801a3184477efd2e710f87a
2,1,1,16257375.0,51,24014924.0,25422925.0,3b3680c68ade53aebc1c7abcfcfd23de1890c18b010e7abfcd49394fc7735c41
1,1,1,84338.0,114,3316376.0,12048138.0,3b4d70273c259f3a19e944268526069f9fe8029c29c08c830a0c9cd651d2085e
2,1,1,11217136.0,8,2559.0,23428.0,3b55f86a456a00c92ddfd627f630dc83446dc54ba83e048638039ebe19ecd4e4
2,1,1,1092592.0,13,882404.0,467625.0,3b5cf23cda39dcd72609c870279ea6883535e15b7971e5eeacf80cdf500828d9
2,0,1,1993572.0,14,45767.0,206337.0,3b5dda9ca66c4a79c718b9e6d187753ace72fe44bfc60a2b1585b08db5af2c80
1,1,1,97915.0,141,17327289.0,18366166.0,3b6887105c053a9875497aa3940f1fa00fb3e748b3df73e991ecdb26bafed196
1,1,1,621021573.0,20,230668.0,307269.0,3b75b1917345f644910f4248782e06f5ed6c8860656c882340148d31be0ed975
1,1,1,379559.0,12,926985.0,310306.0,3b85f839cc81358017aa9627a61bbcd9a0123470d2b7b8879712497b81f9ee3f
1,1,1,255879782.0,33,425773.0,821843.0,3b87bfd0b5cae24101e2c9b271652006db207f86339633d93d1c4e36311a5908
2,1,1,2684179.0,33,172331.0,982328.0,3bafc964c3e5e847cb35919373574c1553dea3dec7411f4416ba92058990e91d
1,1,1,78708510.0,21,1005569.0,2473977.0,3bc176bda82b9c02d0c5060a175478a9424b6ea9dcce4edba0b3865e10ec91bc
2,1,1,290130.0,21,13420.0,69334.0,3be0795bf8b453ebf2d71ba04366dc605d6a400aa032afd5bebcb9c56f445ba2
1,1,1,64676597.0,39,6089057.0,5516454.0,3bf0ed846b324f2b0da5eff1ca48c721fee5487ff5fe055bb0cdf2ebeeeb775a
1,1,1,382441.0,48,44684326.0,18361843.0,3bfafa2b0cfc97008d1a74d3b4033592a3913cfbbdb94e21b0ef24ea3755563f
1,1,1,1029691.0,4,478.0,723.0,3c0ceb2686a0ac1d0f8cda74397cac25aa01602075cda9fa90476165acfa4d8c
2,1,1,564173.0,75,759161.0,1839090.0,3c12584ea5329c31e277d61775b111595495605b39182669ce765ee82e698a8b
1,1,1,47816122.0,3,20452.0,17672.0,3c2ceee064c5f6fa43ae6f7c9b2ffc6aef867110e3a51a60ef27d8b2f0119607
1,0,1,126594.0,1,1686.0,0.0,3c3a3c350a90c434c7daf640ebdf465004b0803dfa7eb679e34cf754d4622c73
2,0,1,46344.0,97,0.0,0.0,3c3f21a6c96ae9b2e6abbf7c27be7e1e86ec063b1f2ee11440f6da2e82ffa931
1,1,1,574995.0,189,631245761.0,145621244.0,3c4012927446be1210c9a6dad86c09fc684e4a47872e949b4467f09ab762d8d9
1,1,1,9761242.0,36,238387.0,46085.0,3c5587b76625fb5a20e919a259dee45070c4a3152c904dcc7982e9f67a94e3f8
1,1,1,5936837.0,23,276691.0,164614.0,3c5e80055ee7281bd68fc97d7d4e5fbdcecd3241914f6517f00d8ccd69e5a52c
2,1,1,84957.0,9,146379.0,314682.0,3c5e8c698854489df8269250e29a760e7e8d666bc68289d427e7db5295572d8c
1,0,1,1103691.0,15,1101500.0,2775085.0,3c5f460a1630d9fa269eada2f8f3a27b6cd61a71b7be0b8d1423c398f974661f
1,1,1,561575.0,227,90698403.0,14712220.0,3c62d40bee4b61c4962a1c9d42a03d62f1176fb0556e4a4936869a08540c9053
1,1,1,15755363.0,172,289406.0,1845859.0,3c63843b7d42445abd475aa3358e98c5817ac25a7bb58014f978c1e6fecc13ed
1,1,1,19671305.0,187,6618297.0,64478632.0,3c64ced81e4420099f4bdf2e6787f2b170ddaae86ab55da7b30fca2de425c632
1,1,1,1216202.0,63,107341.0,593575.0,3c6a5c2ee3b4be489e7df02658f5faa87eabba4de72dc924d534d955189ec661
1,1,1,57031346.0,30,194028.0,48521.0,3c6af9929525d8731180045c9a23fbb743f1b237e4d886f996537964520e805c
1,1,1,9731242.0,51,7004747.0,4001492.0,3c6c6cd10a7bacb7a65248ae9b254082d14f333b2053bfec76db66d10a0f62f6
1,1,1,9819603.0,66,200.0,1528.0,3c7600d00e3ed39731a53c23226ad54a18230956007bbf0c20691d5677723748
1,1,1,16930319.0,319,33439.0,100770.0,3c7c066377bb97cb44fe2b5502943ee6d3d1c21b752b50b06a1016203de707b2
2,1,1,6841834.0,3,778032.0,0.0,3c825e9cb47c3488bc87fa252ee5b370e843f143692766700dda1f10c2cd7981
2,1,1,34128295.0,113,5851624.0,59593603.0,3c8e55e5ff9efbf927f1a8d88205d97f69e8c94a39df930a244d4b1406861269
1,1,1,215252.0,144,45136303.0,35116572.0,3c97bfde6aa4cdc6b971adca276fb4442666fe68e4d1d6a4c3e2564bc86f0115
1,1,1,17513.0,50,11598243.0,11627915.0,3c9c49b90b0565911a55c89e8c2f5755ed7870b852d376701eef9c7c240e6365
2,0,0,19748207.0,5,16775.0,119051.0,3c9e15b67b248792b4823007b96bfd4685341ec950985f69f0244ce2797fd98e
1,0,0,13438.0,11,952369.0,1486218.0,3cb213084b297c547631d6162e1772fff6d17a1f51087b2c26fc9b9d39907790
1,1,1,278875718.0,29,2949798.0,2404262.0,3cbccbe99ce6acdfe67e777ab000fcd2bd58e1fa8bf48ca0e3c882e565840ec9
1,1,1,5143751.0,41,721761.0,528470.0,3cc6a9f5974293598033e745b7af23c426e32684cf444b36ac2f6e4be601b9fd
1,0,1,2906404.0,20,25685.0,29361.0,3ccacc447da85eaaa3612294ff0c333c27ec47b6941c2d4eea7c67e3943b9ba1
1,0,1,17943140.0,37,1466342.0,1356185.0,3cce4cb6704733b8b5b3faa38cd0d8bd8058ea82832c55a7e9b2a5a6ae578692
1,1,1,8863.0,54,25496.0,10359.0,3ce19277293800c7ea1e8d0bb4001cca3b90c5c0618efe449bc878d6e0cc099b
1,1,1,10426643.0,77,7304396.0,10828289.0,3d0c88678d0987c589297b60dba65010ba12244dac331cb7f5af76b77303c149
2,1,1,80593531.0,5,10491.0,1482779.0,3d1e092d42ff9c8175d808c0cc5467d87f529ba5f8340f4e98aa0e9a9bccdeb1
2,1,1,4363611.0,220,4619764.0,1199951.0,3d1e72e2073667dc15b17213b5572461d5b58825d7e54b7274b1f6fdd8697698
1,1,1,15121792.0,86,5145710.0,11250755.0,3d460faf34c8b7b05e8d33dffa4058ec6350788a5adfec6b46005922302da223
1,1,1,65354460.0,1,155680.0,0.0,3d4703eebfe0d0cdcbf3ddbbb2b686d4387b1cd503e75acdf462d2fb74b6f674
2,0,0,1045661.0,280,49439626.0,254882914.0,3d4cb8063e5613a393644f4455f560443be4a3534770999982bcea6f911a64f3
2,0,0,1619.0,220,11628779.0,94730149.0,3d676ca2808f6c31d643c34282ee09712e3916b5b307879b8aa87a7d59a3736c
1,1,1,10927198.0,58,2899707.0,10307243.0,3da5410890f1668c5de7cf047d27bff78fdbdd557f2dd58c20bd3c7da81e6da4
1,1,1,36606633.0,50,1984511.0,18340275.0,3db6bfe54d2492b7109a7036664efbde164c8d27ebd4bed1af77a744866fb6ef
1,1,1,24881035.0,191,4351276.0,9299483.0,3dbb7da08c90d9f94e7d914b2b83a8b4aa54ad1cb609938b0b67597fc8c56c11
1,1,1,397236.0,16,114014.0,119008.0,3dbff31110af2b9b614d66de874633aef8b6880773797824df7b741d6c606428
1,1,1,37184185.0,67,23530.0,677524.0,3dc1ff6fcc9f81d79383f05fd4ace66d802f87c2f20b651ffd2d6d0b3b93b537
1,1,1,1713821.0,183,34029009.0,33551286.0,3dc8c8be9f182a6282f745cd1d46c128b6e007ba383c8d280c42c9e7fcc69389
1,1,1,1315268.0,178,2440957.0,4776199.0,3dca18dddde37fa2d437e35f029b54f63b81d7689623acde8a227441f3f8c3be
2,1,1,120088492.0,28,1689405.0,1406501.0,3dd82dd5d2df00c1aca676e9f6191b3b67b4e8746edc92a168f53c84497db737
1,1,1,36412799.0,72,798521.0,2321097.0,3de7387c21114b7aa687e694cab506281d5c4a2147a5b917d5fb898772c8fc99
1,1,1,8454448.0,156,72094.0,71142.0,3df2f4d49cc19a677c1268e973d951f752794a97a19c149f2094a6db31005780
2,0,0,19360505.0,7,538703.0,126147.0,3df3c869b086f48f8f83f2c81ff74c2ffc63baa4846548ab036fc1cfdf147119
1,1,1,14040938.0,26,94904.0,9186.0,3dfb9ae380a59d79fff76294ea7e58d40595ae1f9b084c28b262f051a98ec737
2,0,1,9911.0,101,980132.0,236557.0,3e0016d45fb1d36aa0e670adbc1af1ad6292fad3fe872872a486434b64540aac
2,1,1,15673.0,2,43464.0,0.0,3e0289fb61f978cc847bb561492615b18505eb9ea9773a61aaf72d80cb3f57c0
2,0,0,112848.0,1,153656.0,0.0,3e199078709bb8366ef881885242555f69beeff0c2016733cdaafff9189a4c72
2,1,1,95144455.0,125,10106116.0,3854088.0,3e2ddbf33f8b830778b39661a2ff547bee79a635b219e637080f3a7e432a3572
1,1,1,10708650.0,54,16084640.0,5066961.0,3e3b3a305ad384e16e60c2a0e64e241f27309d674d859111a87616f4ecadadd7
1,1,1,1168189.0,37,418290.0,1358092.0,3e3e8822a98b40c5efed4f08326a64244f9a700e2c07e5640089bf318935ca68
2,0,1,4122339.0,25,9145974.0,1760176.0,3e4165c90173cebfef6d7a51c69b0dc625fe9dc4cd8ba75189c6aafe6d81c86f
2,1,1,78340339.0,169,1888669.0,289729.0,3e553d2a717379374d38e4b27dbae62c44c3d0449a2af6fbae2957a3f528462c
1,1,1,574681.0,42,2108641.0,11251404.0,3e56e56af2cd2cdce0cf9622ee5dbb23ac3dad9adba6380673946d9895b44016
1,1,1,14593802.0,126,833102.0,500488.0,3e670083a4917c18db8be85087c63117a99b661e3d57c19172c098dbc9344608
2,1,1,3768533.0,226,6692779.0,2723786.0,3e72cca4c69072c6a98f255e062e3c662f5efeed5ab7c78e39bd52907b3801e6
2,1,1,239880.0,7,161509.0,109297.0,3e72fa7868e58ee58854ffff6ad7a9c62857e9e70063f86510852476b5712694
2,0,0,201765.0,33,29046654.0,3203703.0,3e8b29d4def1a7d9bda0680f02b92c6f8632d0e15909c417036cdfe36671b5ac
1,1,1,252994702.0,48,3849586.0,2672961.0,3e9c52b767c953bd00e303d986d63ada6899b605e918991823e5a03642ff13d8
1,1,1,7396585.0,96,243023.0,1105166.0,3ea2d10a27396f6c74c6bd755a9afd649624bf9682a4f6d78eb7d57751b20edd
2,1,1,10851.0,12,1398206.0,1992669.0,3ebbe4883d6ed05d9c4742a37394ec08188b0c0160ede439440d9d39fedc3b8a
2,1,1,6190832.0,8,473268.0,1004209.0,3ebe6a1f9741557df893e000d74cfe7305450d5fbbb1fedb436fbc1a3fb37fdf
1,1,1,17581912.0,102,45092438.0,96995527.0,3ed0dcfbe5fa3e4d755a2f71e289b1fa029133a91582ec5cf95c2f035922940b
1,1,1,5154468.0,316,13044231.0,39798300.0,3ed1315c2d035d191ecd6a514869f8a56c85847428f5d9c344e64b29e14edbdb
2,1,1,3989095.0,8,3009669.0,193524.0,3ee8a85aec0bdbb2106efd069a921691d78af4fb4870846dc2515e4a43273208
2,1,1,236298487.0,12,10065062.0,5459237.0,3ee9ca407c871f436f1ec7682c1d595dd8d403c4df48cf5df6d9a695086b0ef8
2,1,1,10424518.0,89,5187540.0,751097.0,3eec29ef8795d399afdd51748e50e23c6285b5dd49ebe56ffd6bbb7e1733be46
1,1,1,2018813.0,2,1795.0,0.0,3eef0b4f2b007e609c277e1fc99a8d27d132b0913790597bae5ee09459daf5fd
1,1,1,74016.0,47,1765572.0,4004942.0,3f0eeade1bfeeda7d4289561870851743880a4fa3695edd13af773fb409cf9f8
2,1,1,5890619.0,1,0.0,709.0,3f254708fb1bdf60accd98a3fb68a598b0763e0a69ec667535db9ef1cfe6c5aa
2,0,0,56.0,55,363349.0,305443.0,3f516992f8f1fb3771706d261f29fa798ebe21d7218c297545ac13ca3099d73e
2,0,1,8514.0,13,5339060.0,6102981.0,3f53feec8f656636b36cba64f70c4fdd51fd2a253563d5c1ab9432bae868aacf
1,1,1,3966721.0,17,83347.0,56202.0,3f739420e06f781167256798b100f6e6bd1dabb631a649c4131d96887a48951e
1,1,1,43096401.0,4,11191.0,238753.0,3f76d74bae819e1394c60680d21958d8387df7331aa5e15725207b468f4ee3d5
1,1,1,4549978.0,153,720605.0,2019812.0,3f96a5b349ebc2283085796d4e1f12d263a20dc545bc563d9c1a8323d9c45427
1,1,1,169973307.0,11,249166.0,6835.0,3f97df758617152c9ebda71bfb4922c038a3a274db5faa0b570a07f02672aedc
1,1,1,26588809.0,22,451499.0,2922759.0,3fa0c2e703fbd532743363782a6fca9f29744cf916fcefd0e7739637242b9159
1,1,1,102684462.0,59,147191.0,71883.0,3fa2e99631f818cbc83a5b3af175dabf29b426cc8b0a36709161621e788a9f9d
2,1,1,1139874.0,258,114440983.0,6514686.0,3fa46784b0a16d3cf99a7e2c44c9355faac0ec50b6db6056020c0ff43f909603
1,1,1,9808945.0,43,2000504.0,32288058.0,3fa9f2c5a8ce50c0afdedf6ef59f69ea8a829d85f08ee29ec0393fc55b60e58b
2,1,1,108934282.0,148,1046492.0,193664.0,3fb0f3d6e0e48d60846d1b42db537ba0e290b5047bcda80f0b0a62cb64b93a7e
1,1,1,1593070.0,32,2258397.0,18507022.0,3fbb1e986b803d90139ca5d67d36b1014bdf1acfe6499a652749d18884852266
1,1,1,3490310.0,29,6650237.0,5151333.0,3fc1e9fadbdf35dd6c61e99c69384afbe3fcf500ca37fe5301a36497f4d7b9bc
1,1,1,262457.0,70,464515.0,1084958.0,3fc62bc8ce96381bf88f2bdf227b33194ead1a4ed4577d79472cbc234d21c825
1,1,1,278169492.0,134,16655.0,131.0,3fd3adf043797abf8498d5fb2c1376e4fd42e072fd12a86b3e6c1b1cd7a812ca
1,1,1,4391229.0,32,5437507.0,11678756.0,3fd9b985abbd43d8fdf6b500dca170e7b8ffbee184d315615d0c511303073783
2,0,0,10238.0,29,3325381.0,3027073.0,3fde4914b58d879459f1b9a93ae9c33acf82889be4de51b76b07c7be68a75e4e
1,1,1,8046263.0,22,339941.0,423827.0,3fe1ac65305f5d10874c2bcea9d11407a671ada13c0ff45f7e92a6daab1058d2
1,1,1,64879837.0,4,1095094.0,915686.0,3fe64150dace651457b33192c7dcfaaa92a683b369a338ea98552115aaa95635
2,0,1,735671.0,33,2611709.0,4979831.0,3ffe0da5dec57bd0de1cfd3f8caccb67d5bb322e564cd9356ad7a9489c487c5d
1,1,1,3741612.0,83,803736.0,906665.0,400103ba7f7602f8b6a21be58716092d334b3c884c65387bce941ee96ddd4a79
1,1,1,399049.0,10,220669.0,25579.0,4011b68f2a6086144868d3ab8c39bfa176540cc8aa4d3de8dc99fc8358d7d36c
1,1,1,34589949.0,28,2177231.0,1222318.0,4014f27bd9c743fe78e22d81b186c7ea11767e633e86dfcc09423b3d6b853ef3
1,1,1,0.0,15,229850.0,251435.0,4016c2449a57519a6a4dcc9dc21a4bb34cae456d6a8c8b284717c1e0f9e09e82
1,1,1,12876458.0,72,2411974.0,557706.0,4021b403a0f6b77fb16f5a26384cfcd11561bed58b3f2d13c0f1567201aeecaa
1,1,1,315839.0,40,1130762.0,1485673.0,402a2d0bf361287cf0de9440b8941a72e757e1b335223f805bab0084a95330b7
1,1,1,1277163.0,10,75737.0,7128.0,4045f1c6815ad36b55c4632566892868d399b341de5d9928a138d86397d87b26
1,1,1,6885447.0,153,43493.0,107904.0,404853e691e036e845b4334ef4a82be980e6f8a6e2edecbc782173ffd4bc37d0
1,1,1,40276496.0,8,387664.0,276287.0,405115a569295213328a887110c5c5b705069402361a3057ba68f7159c097861
2,1,1,1843.0,59,576623.0,418364.0,40572566b2dbedf24a53ba87c100471963587722189f59af67269a7519dacfb6
2,1,1,384791.0,2,156278.0,0.0,406ced0755fbd0da05407d419c8b35a26639e9eac557ab52bfa999cf57d56a41
1,1,1,875696.0,205,125882746.0,75851893.0,406dd6c35b8bccecc67f4122587fb1ff924521d64f63255f2a45a2604a2b3e9d
1,0,0,3647026.0,34,2605.0,16054.0,4073ed09cb06ac852f0a907121944e75507bd30d31387bb988dfd66ab378dd32
1,1,1,6290631.0,119,4285312.0,47176898.0,40780d3e30ad1de7fa47ec37035c6775514edb1e6c4c862e6940d71f98d78bad
1,1,1,1180818.0,46,224112.0,89065.0,409193dc0be65b41a9645fa569bf428b53c8c8f8787d72fddbe49fab22375702
1,1,1,1161425.0,7,1315395.0,639438.0,40981c6b06ba57c1280dea00bde8875f2023d2ade55e345fc6fcffa768e26fe7
1,1,1,162077456.0,279,119510001.0,49688246.0,40a7f1ecd410fc111f5759260b191384b1d5364b36f32d032a46f74ce59b2410
2,1,1,4542052.0,26,28063091.0,1548221.0,40b2cbc8d0bca617945b299b8e8ca82c5c099106d68a4c8bff1cef7abe1a3a5e
2,1,1,2173162.0,163,2985393.0,7495922.0,40b2ec1dbb3dd41d2162783481205006f52f0448d721ea594e71fd7ce1378696
2,0,1,2510663.0,8,345295.0,304270.0,40b3cb4f04268110ab66b725d0c35afc0ebbdfd8cf1b593c8e8dd8522d5d5dc1
1,1,1,36341416.0,152,9259696.0,13898893.0,40b5f27af37b41ca44212625f1ca26ac8ce3ec4116b42f912c1369b43a6b7bd3
1,0,1,34445850.0,223,7536165.0,11164364.0,40ba8bcbb9a903cfdf2faf599e5a0f4b482b11104db1a625f5d64fdf14a570ab
1,1,1,9160267.0,61,82495.0,137684.0,40bc811fa7717e40f220597053320c5414af6176e06dc43c9e8bf666f57c6206
2,0,1,367747.0,124,1136588.0,7054980.0,40c7d03dfa230a707fb308a12035609ed58821cd248cd4a4d8adc9fb1f510f7b
1,1,1,695971.0,108,418370.0,390997.0,40c84a245539a75a2c172fc8af908d319776b40779aa70a86e19c7d97d75ad72
1,1,1,78731558.0,47,14270538.0,32193982.0,40cfc477d4e357712008d69f677b5de64b4664aa2dea788341f270be4f7b36f3
1,0,0,701047.0,53,4110107.0,5080554.0,40d8c673f5b8e349d13d957c0874094b235fc5702713cf0046b7d0f1700db0af
1,1,1,100536336.0,22,42481720.0,25255884.0,40eb8220dd24f89f8d2bed21556b15cdaad9d9e09fe669f43c709bec8013d26c
1,1,1,31916722.0,48,3411752.0,1582689.0,40fa92acb89d1ebb319f0f200d31a5fcbdfcbd8ad432d732a880545a69f2c5e8
1,0,1,327247.0,37,167775.0,790163.0,40fb26840b87b522dab13a9c26230a24620a57177ee18f5b6f3818ed5b11dc33
2,1,1,18060141.0,219,56841191.0,1573986.0,40fefea2df4e2f8158aa7f83b322dd324a69dcece27389a447bfa429f8d20dd4
2,1,1,1545213.0,256,45550070.0,50484710.0,41047c8e06d0abd0175bb395820438bea8ec8e8f4822f5037be7ffeb65aa17c8
1,1,1,23106856.0,25,3217851.0,6881501.0,410bc0d650ee9916691bc759db1c3190fddf6e3d073ba1c53c23ff4525733452
1,1,1,4819590.0,24,1171994.0,1460259.0,4114fee1aed0339198eff0c4e51650450f08e8a0a609fd8c6f53629edb950c15
1,1,1,4436130.0,47,3817800.0,7765803.0,412528ba2eec0e5d006433518c7d27e7ed2c2afa10fe536bdb51ea714d3e633c
1,1,1,2470411.0,78,6227455.0,14370282.0,413046a49e950ae6a33c857ad4f4e4df0cbc9cd8923f9c58e0694da25306d328
1,1,1,1560410.0,130,5838151.0,40578804.0,41351247582966b7131ec09e39dc4b8054d8a0031e1f83bb2d833884ebf37031
2,1,1,12184905.0,12,303994.0,183622.0,413745b703636eea2ad04374a995a1fbfd43fc333e924b233122af182e012064
1,1,1,11075.0,199,49116322.0,3906447.0,41407d50b526c0446813ca10d8da1fa6a712b6be67e03cb3aaed9f4c243694b6
